title_raw,year,journal_raw,doi_raw,score,razones
An all-fiber system biosensor for trace β-lactam antibiotics detection enhanced by functionalized microfiber and fiber bragg grating,2024,Journal of Colloid and Interface Science,10.1016/j.jcis.2023.12.118,32,EXCL: no menciona adsorcion ni adsorbente
TiO2/Polystyrene Nanocomposite Antibacterial Material as a Hemoperfusion Adsorbent for Efficient Bilirubin Removal and Prevention of Bacterial Infection,2024,ACS Biomaterials Science and Engineering,10.1021/acsbiomaterials.3c01854,42,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Functional Group-Assisted Fluorescence Sensing Platform for Nanomolar-Level Detection of an Antineoplastic Drug and a Neurotransmitter from Environmental Water and Human Biofluids,2024,Inorganic Chemistry,10.1021/acs.inorgchem.3c03341,19,EXCL: no menciona antibiotico ni hormona
Harnessing probiotics and prebiotics as eco-friendly solution for cleaner shrimp aquaculture production: A state of the art scientific consensus,2024,Science of the Total Environment,10.1016/j.scitotenv.2024.169921,10,EXCL: no menciona adsorcion ni adsorbente
"Recent progress on bismuth-based light-triggered antibacterial nanocomposites: Synthesis, characterization, optical properties and bactericidal applications",2024,Science of the Total Environment,10.1016/j.scitotenv.2024.170125,22,EXCL: no menciona medio acuoso
Fabrication of a symbiotic polyvinyl alcohol-functionalized NiO/rGO nanoadsorbent for control of bisphenol-a removal,2024,New Journal of Chemistry,10.1039/d4nj00041b,69,EXCL: no menciona antibiotico ni hormona
EFFECT OF PENICILLIUM SPECIES ON THE ANTIBIOTIC RESISTANCE PROFILE OF ALCALIGENES FAECALIS,2024,African Journal of Infectious Diseases,10.21010/Ajidv18i2.2,32,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Novel SmartReservoirs for hydrogel-forming microneedles to improve the transdermal delivery of rifampicin,2024,Journal of Materials Chemistry B,10.1039/d4tb00110a,14,EXCL: no menciona medio acuoso
Copper single-site engineering in MOF-808 membranes for improved water treatment,2024,Nanoscale,10.1039/d3nr05821b,24,EXCL: no menciona antibiotico ni hormona
Activation of TGR5 Increases Urine Concentration by Inducing AQP2 and AQP3 Expression in Renal Medullary Collecting Ducts,2024,Kidney Diseases,10.1159/000538107,5,EXCL: no menciona antibiotico ni hormona
Mapping the profiles and underlying driving mechanisms of the antibiotic resistome and microbiome within a subtropical complex river watershed,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133392,34,EXCL: no menciona adsorcion ni adsorbente
"Multimedia distribution, partitioning, sources, comprehensive toxicity risk and co-occurrence network characteristics of trace elements in a typical Chinese shallow lake with high antibiotic risk",2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2024.133436,34,EXCL: no menciona adsorcion ni adsorbente
Urbanization and land use regulate soil vulnerability to antibiotic contamination in urban green spaces,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133363,64,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
The critical role of microplastics in the fate and transformation of sulfamethoxazole and antibiotic resistance genes within vertical subsurface-flow constructed wetlands,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133222,32,EXCL: no menciona medio acuoso
"Developmental cardiotoxicity of 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one (DCOIT) in marine medaka (Oryzias melastigma)",2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133176,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Physiological and transcriptomic response reveals new insight into manganese tolerance of Celosia argentea Linn.,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133079,6,EXCL: no menciona adsorcion ni adsorbente
Coagulation performance and mechanism of different hydrolyzed aluminum species for the removal of composite pollutants of polyethylene and humic acid,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133076,31,EXCL: no menciona medio acuoso
Research on the adsorption-photocatalytic synergistic degradation of tetracycline by Au nanoparticles/TiO2 nanorods/biochar,2024,Journal of Alloys and Compounds,10.1016/j.jallcom.2023.172985,65,EXCL: no menciona medio acuoso
Deterministic effect of oxygen level variation on shaping antibiotic resistome,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.133047,18,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Highly Effective Synthetic Polymer-Based Blockers of Non-Specific Interactions in Immunochemical Analyses,2024,Polymers,10.3390/polym16060758,6,EXCL: no menciona adsorcion ni adsorbente
Multilocus sequence typing and antibiotic resistance of Aeromonas isolated from freshwater fish in Hebei Province,2024,PLoS ONE,10.1371/journal.pone.0298745,24,EXCL: no menciona adsorcion ni adsorbente
Collateral sensitivity increases the efficacy of a rationally designed bacteriophage combination to control Salmonella enterica,2024,Journal of Virology,10.1128/jvi.01476-23,19,EXCL: no menciona medio acuoso
"Genomic insights into virulence, antimicrobial resistance, and adaptation acumen of Escherichia coli isolated from an urban environment",2024,mBio,10.1128/mbio.03545-23,4,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
The Long-Distance Transport of Some Plant Hormones and Possible Involvement of Lipid-Binding and Transfer Proteins in Hormonal Transport,2024,Cells,10.3390/cells13050364,34,EXCL: no menciona adsorcion ni adsorbente
Molecular epidemiology and mechanisms of carbapenem and colistin resistance in Klebsiella and other Enterobacterales from treated wastewater in Croatia,2024,Environment International,10.1016/j.envint.2024.108554,18,EXCL: no menciona adsorcion ni adsorbente
Molecular Aspects of the Functioning of Pathogenic Bacteria Biofilm Based on Quorum Sensing (QS) Signal-Response System and Innovative Non-Antibiotic Strategies for Their Elimination,2024,International Journal of Molecular Sciences,10.3390/ijms25052655,19,EXCL: no menciona medio acuoso
Genetic epidemiology and plasmid-mediated transmission of mcr-1 by Escherichia coli ST155 from wastewater of long-term care facilities,2024,Microbiology Spectrum,10.1128/spectrum.03707-23,8,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Characterization of two bacteriophages specific to Acinetobacter baumannii and their effects on catheters biofilm,2024,Cell Biochemistry and Function,10.1002/cbf.3966,6,EXCL: no menciona adsorcion ni adsorbente
Detection of Multidrug-Resistant Integrons Associated with Acinetobacter baumannii Isolated from Clinical and Environmental Samples,2024,Journal of Pure and Applied Microbiology,10.22207/JPAM.18.1.44,14,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Rooibos tea waste binary oxide composite: An adsorbent for the removal of nickel ions and an efficient photocatalyst for the degradation of ciprofloxacin,2024,Journal of Environmental Management,10.1016/j.jenvman.2024.120274,57,EXCL: no menciona medio acuoso
Individual and combined impact of microplastics and lead acetate on the freshwater shrimp (Caridina fossarum): Biochemical effects and physiological responses,2024,Journal of Contaminant Hydrology,10.1016/j.jconhyd.2024.104325,4,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Three-dimensional porous La(OH)3/g-C3N4 adsorption-photocatalytic synergistic removal of tetracycline,2024,Environmental Science and Pollution Research,10.1007/s11356-024-32546-0,48,EXCL: no menciona medio acuoso
Co-exposure of butyl benzyl phthalate and TiO2 nanomaterials (anatase) in Metaphire guillelmi: Gut health implications by transcriptomics,2024,Journal of Environmental Management,10.1016/j.jenvman.2024.120429,10,EXCL: no menciona medio acuoso
Effects of cadmium exposure on gut microbiota and antibiotic resistance genes in Haliotis diversicolor abalone,2024,Chemosphere,10.1016/j.chemosphere.2024.141507,38,EXCL: no menciona adsorcion ni adsorbente
Effect of Atractylodis Macrocephalae Rhizoma on Short-chain Fatty Acids and Intestinal Barrier in Mice with Slow-transit Constipation,2024,Chinese Journal of Experimental Traditional Medical Formulae,10.13422/j.cnki.syfjx.20240265,8,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Effect of Buzhong Yiqitang on Th17/Treg Immune Imbalance and Notch1 Signaling Pathway in AIT Mice,2024,Chinese Journal of Experimental Traditional Medical Formulae,10.13422/j.cnki.syfjx.20231640,6,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Syndromes and Mechanisms of Depression Induced by Second Hit in Mice,2024,Chinese Journal of Experimental Traditional Medical Formulae,10.13422/j.cnki.syfjx.20232244,7,EXCL: no menciona medio acuoso
Degradation and removal mechanisms of mixed veterinary antibiotics in swine manure during anaerobic and storage treatments: Validation and characterization,2024,Journal of Water Process Engineering,10.1016/j.jwpe.2024.105024,66,EXCL: no menciona medio acuoso
Single-Exon Deletions of ZNRF3 Exon 2 Cause Congenital Adrenal Hypoplasia,2024,Journal of Clinical Endocrinology and Metabolism,10.1210/clinem/dgad627,7,EXCL: no menciona medio acuoso
Advanced photo-Fenton assisted degradation of tetracycline antibiotics using α-Fe2O3/CdS/SiO2 based S-scheme photocatalyst,2024,Journal of Water Process Engineering,10.1016/j.jwpe.2024.105011,40,EXCL: no menciona medio acuoso
Chlorothalonil as a potential endocrine disruptor in male zebrafish (Danio rerio): Impact on the hypothalamus-pituitary-gonad axis and sperm quality,2024,Chemosphere,10.1016/j.chemosphere.2024.141423,8,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Exploration of cephalexin adsorption mechanisms onto bauxite and palygorskite and regeneration of spent adsorbents with cold plasma bubbling,2024,Applied Water Science,10.1007/s13201-024-02101-w,106,EXCL: no menciona antibiotico ni hormona
The effect and mechanism of variable particle size microplastics and levofloxacin on the neurotoxicity of Rana nigromaculata based on the microorganism-intestine-brain axis,2024,Journal of Environmental Management,10.1016/j.jenvman.2024.120329,12,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Analysis of extracellular and intracellular antibiotic resistance genes in commercial organic fertilizers reveals a non-negligible risk posed by extracellular genes,2024,Journal of Environmental Management,10.1016/j.jenvman.2024.120359,11,EXCL: no menciona medio acuoso
Fate of fluoroquinolones in field soil environment after incorporation of poultry litter from a farm with enrofloxacin administration via drinking water,2024,Environmental Science and Pollution Research,10.1007/s11356-024-32492-x,32,EXCL: no menciona adsorcion ni adsorbente
Comparative studies of sulfadiazine sodium degradation performance and mechanisms in the systems of persulfate with and without activation,2024,Chemical Engineering Journal,10.1016/j.cej.2024.149356,15,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Preparation and characteristics of antibacterial PVDF ultrafiltration membrane modified with co-blending of ciprofloxacin and sulfamethoxazole,2024,Journal of Water Process Engineering,10.1016/j.jwpe.2024.104964,32,EXCL: no menciona medio acuoso
Mixed veterinary antibiotics removal and effects on anaerobic digestion of animal wastes: Current practices and future perspectives,2024,Chemical Engineering Journal,10.1016/j.cej.2024.149131,61,EXCL: no menciona medio acuoso
Boosting visible-light photodegradation of methyl orange and ibuprofen over rGO-supported Ag3PO4 nanocomposite,2024,Inorganic Chemistry Communications,10.1016/j.inoche.2024.112035,30,EXCL: no menciona medio acuoso
Occurrence and dissemination of antibiotic resistance genes in the Yellow River basin: focused on family farms,2024,Environmental Science and Pollution Research,10.1007/s11356-024-32290-5,10,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
A novel synergistic three-dimensional electrode system for emerging contaminants degradation: Significantly enhanced Mn(III)aq generation by organic pollutants and GAC,2024,Chemical Engineering Journal,10.1016/j.cej.2024.149227,13,EXCL: no menciona medio acuoso
Allosteric inhibitor of SHP2 enhances macrophage endocytosis and bacteria elimination by increasing caveolae activation and protects against bacterial sepsis,2024,Pharmacological Research,10.1016/j.phrs.2024.107096,13,EXCL: no menciona medio acuoso
Efficient removal of Cr (VI) from coal gangue by indigenous bacteria-YZ1 bacteria: Adsorption mechanism and reduction characteristics of extracellular polymer,2024,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2024.116047,18,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Recovery hydrotalcite from neutralization sludge of acid mine drainage with high manganese for degradation of norfloxacin with activated peroxymonosulfate,2024,Chemical Engineering Journal,10.1016/j.cej.2024.148884,18,EXCL: no menciona medio acuoso
Linden-based mucilage biodegradable films: A green perspective on functional and sustainable food packaging,2024,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2024.129805,8,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
